classification,suite,layer,algorithm,operation,payload_profile,message_bytes,n,valid_n,valid_fraction,mean_wall_ns,median_wall_ns,stdev_wall_ns,cv_wall,min_wall_ns,p95_wall_ns,p99_wall_ns,max_wall_ns,median_ci95_low_ns,median_ci95_high_ns,mean_cpu_ns,throughput_ops_per_second,mad_outlier_count,outlier_policy,max_rss_bytes,public_key_bytes,private_key_bytes,signature_bytes_min,signature_bytes_median,signature_bytes_max,ciphertext_bytes,shared_secret_bytes,results
MEASURED,negative,aegis_domain_wrapper,ML-DSA-65,verify_tampered_signature,small64,64,2,2,1.0,117812.5,117812.5,11342.699877013409,0.09627755863777959,109792.0,125030.95,125672.59,125833.0,109792.0,125833.0,120500.0,8488.063660477454,0,retained_all_samples,48054272,0,0,3309,3309.0,3309,0,0,rejected
MEASURED,negative,aegis_domain_wrapper,ML-DSA-65,verify_tampered_signature,transaction512,512,2,2,1.0,121062.5,121062.5,2032.931995911324,0.016792417106133807,119625.0,122356.25,122471.25,122500.0,119625.0,122500.0,124500.0,8260.196179659268,0,retained_all_samples,48070656,0,0,3309,3309.0,3309,0,0,rejected
MEASURED,negative,aegis_domain_wrapper,ML-DSA-65,verify_tampered_signature,vote192,192,2,2,1.0,128270.5,128270.5,15762.117259429331,0.12288185716458057,117125.0,138301.45,139193.09,139416.0,117125.0,139416.0,130500.0,7796.024806950935,0,retained_all_samples,48054272,0,0,3309,3309.0,3309,0,0,rejected
MEASURED,negative,aegis_domain_wrapper,ML-DSA-87,verify_tampered_signature,block4096,4096,1,1,1.0,199666.0,199666.0,0.0,0.0,199666.0,199666.0,199666.0,199666.0,199666.0,199666.0,203000.0,5008.36396782627,0,retained_all_samples,48218112,0,0,4627,4627,4627,0,0,rejected
MEASURED,negative,aegis_domain_wrapper,ML-DSA-87,verify_tampered_signature,digest32,32,1,1,1.0,185792.0,185792.0,0.0,0.0,185792.0,185792.0,185792.0,185792.0,185792.0,185792.0,189000.0,5382.363072683431,0,retained_all_samples,48218112,0,0,4627,4627,4627,0,0,rejected
MEASURED,negative,aegis_domain_wrapper,ML-DSA-87,verify_tampered_signature,large16384,16384,1,1,1.0,255292.0,255292.0,0.0,0.0,255292.0,255292.0,255292.0,255292.0,255292.0,255292.0,258000.0,3917.083183178478,0,retained_all_samples,48218112,0,0,4627,4627,4627,0,0,rejected
MEASURED,negative,aegis_domain_wrapper,ML-DSA-87,verify_tampered_signature,medium256,256,1,1,1.0,181917.0,181917.0,0.0,0.0,181917.0,181917.0,181917.0,181917.0,181917.0,181917.0,185000.0,5497.012373774854,0,retained_all_samples,48218112,0,0,4627,4627,4627,0,0,rejected
MEASURED,negative,aegis_domain_wrapper,ML-DSA-87,verify_tampered_signature,small64,64,1,1,1.0,190416.0,190416.0,0.0,0.0,190416.0,190416.0,190416.0,190416.0,190416.0,190416.0,193000.0,5251.659524409713,0,retained_all_samples,48218112,0,0,4627,4627,4627,0,0,rejected
MEASURED,negative,aegis_domain_wrapper,ML-DSA-87,verify_tampered_signature,transaction512,512,1,1,1.0,184833.0,184833.0,0.0,0.0,184833.0,184833.0,184833.0,184833.0,184833.0,184833.0,188000.0,5410.289288168238,0,retained_all_samples,48218112,0,0,4627,4627,4627,0,0,rejected
MEASURED,negative,aegis_domain_wrapper,ML-DSA-87,verify_tampered_signature,vote192,192,1,1,1.0,186875.0,186875.0,0.0,0.0,186875.0,186875.0,186875.0,186875.0,186875.0,186875.0,189000.0,5351.170568561873,0,retained_all_samples,48218112,0,0,4627,4627,4627,0,0,rejected
MEASURED,negative,runtime_pqc_manager,FN-DSA-1024,verify_tampered_signature,block4096,4096,1,1,1.0,70250.0,70250.0,0.0,0.0,70250.0,70250.0,70250.0,70250.0,70250.0,70250.0,71000.0,14234.875444839858,0,retained_all_samples,7340032,1793,0,1266,1266,1266,0,0,rejected
MEASURED,negative,runtime_pqc_manager,FN-DSA-1024,verify_tampered_signature,digest32,32,1,1,1.0,68625.0,68625.0,0.0,0.0,68625.0,68625.0,68625.0,68625.0,68625.0,68625.0,68000.0,14571.948998178506,0,retained_all_samples,7258112,1793,0,1272,1272,1272,0,0,rejected
MEASURED,negative,runtime_pqc_manager,FN-DSA-1024,verify_tampered_signature,large16384,16384,1,1,1.0,109750.0,109750.0,0.0,0.0,109750.0,109750.0,109750.0,109750.0,109750.0,109750.0,110000.0,9111.617312072893,0,retained_all_samples,7340032,1793,0,1269,1269,1269,0,0,rejected
MEASURED,negative,runtime_pqc_manager,FN-DSA-1024,verify_tampered_signature,medium256,256,1,1,1.0,56291.0,56291.0,0.0,0.0,56291.0,56291.0,56291.0,56291.0,56291.0,56291.0,57000.0,17764.829191167326,0,retained_all_samples,7323648,1793,0,1267,1267,1267,0,0,rejected
MEASURED,negative,runtime_pqc_manager,FN-DSA-1024,verify_tampered_signature,small64,64,1,1,1.0,57042.0,57042.0,0.0,0.0,57042.0,57042.0,57042.0,57042.0,57042.0,57042.0,57000.0,17530.942112829143,0,retained_all_samples,7307264,1793,0,1273,1273,1273,0,0,rejected
MEASURED,negative,runtime_pqc_manager,FN-DSA-1024,verify_tampered_signature,transaction512,512,1,1,1.0,57333.0,57333.0,0.0,0.0,57333.0,57333.0,57333.0,57333.0,57333.0,57333.0,57000.0,17441.961871871346,0,retained_all_samples,7323648,1793,0,1267,1267,1267,0,0,rejected
MEASURED,negative,runtime_pqc_manager,FN-DSA-1024,verify_tampered_signature,vote192,192,1,1,1.0,64708.0,64708.0,0.0,0.0,64708.0,64708.0,64708.0,64708.0,64708.0,64708.0,65000.0,15454.039685973914,0,retained_all_samples,7307264,1793,0,1269,1269,1269,0,0,rejected
MEASURED,negative,runtime_pqc_manager,HQC-256,decapsulate_tampered_ciphertext,kem,0,1,0,0.0,8037958.0,8037958.0,0.0,0.0,8037958.0,8037958.0,8037958.0,8037958.0,8037958.0,8037958.0,8004000.0,124.40970704251005,0,retained_all_samples,7880704,7245,7317,0,0,0,14421,0,panic_caught
MEASURED,negative,runtime_pqc_manager,ML-DSA-65,verify_tampered_signature,block4096,4096,1,1,1.0,129542.0,129542.0,0.0,0.0,129542.0,129542.0,129542.0,129542.0,129542.0,129542.0,129000.0,7719.504099056677,0,retained_all_samples,6619136,1952,0,3309,3309,3309,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-65,verify_tampered_signature,digest32,32,1,1,1.0,91583.0,91583.0,0.0,0.0,91583.0,91583.0,91583.0,91583.0,91583.0,91583.0,92000.0,10919.05703023487,0,retained_all_samples,6504448,1952,0,3309,3309,3309,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-65,verify_tampered_signature,large16384,16384,1,1,1.0,226834.0,226834.0,0.0,0.0,226834.0,226834.0,226834.0,226834.0,226834.0,226834.0,228000.0,4408.5101880670445,0,retained_all_samples,6750208,1952,0,3309,3309,3309,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-65,verify_tampered_signature,medium256,256,1,1,1.0,184375.0,184375.0,0.0,0.0,184375.0,184375.0,184375.0,184375.0,184375.0,184375.0,186000.0,5423.728813559322,0,retained_all_samples,6569984,1952,0,3309,3309,3309,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-65,verify_tampered_signature,small64,64,1,1,1.0,216958.0,216958.0,0.0,0.0,216958.0,216958.0,216958.0,216958.0,216958.0,216958.0,218000.0,4609.1870315913675,0,retained_all_samples,6504448,1952,0,3309,3309,3309,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-65,verify_tampered_signature,transaction512,512,1,1,1.0,153375.0,153375.0,0.0,0.0,153375.0,153375.0,153375.0,153375.0,153375.0,153375.0,155000.0,6519.967400162999,0,retained_all_samples,6602752,1952,0,3309,3309,3309,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-65,verify_tampered_signature,vote192,192,1,1,1.0,162000.0,162000.0,0.0,0.0,162000.0,162000.0,162000.0,162000.0,162000.0,162000.0,162000.0,6172.83950617284,0,retained_all_samples,6553600,1952,0,3309,3309,3309,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-87,verify_tampered_signature,block4096,4096,1,1,1.0,213084.0,213084.0,0.0,0.0,213084.0,213084.0,213084.0,213084.0,213084.0,213084.0,213000.0,4692.984926132417,0,retained_all_samples,7028736,2592,0,4627,4627,4627,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-87,verify_tampered_signature,digest32,32,1,1,1.0,219042.0,219042.0,0.0,0.0,219042.0,219042.0,219042.0,219042.0,219042.0,219042.0,219000.0,4565.334502058966,0,retained_all_samples,6963200,2592,0,4627,4627,4627,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-87,verify_tampered_signature,large16384,16384,1,1,1.0,260208.0,260208.0,0.0,0.0,260208.0,260208.0,260208.0,260208.0,260208.0,260208.0,260000.0,3843.079382647728,0,retained_all_samples,7028736,2592,0,4627,4627,4627,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-87,verify_tampered_signature,medium256,256,1,1,1.0,207167.0,207167.0,0.0,0.0,207167.0,207167.0,207167.0,207167.0,207167.0,207167.0,208000.0,4827.023608972471,0,retained_all_samples,6979584,2592,0,4627,4627,4627,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-87,verify_tampered_signature,small64,64,1,1,1.0,220417.0,220417.0,0.0,0.0,220417.0,220417.0,220417.0,220417.0,220417.0,220417.0,221000.0,4536.855142752147,0,retained_all_samples,6979584,2592,0,4627,4627,4627,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-87,verify_tampered_signature,transaction512,512,1,1,1.0,203333.0,203333.0,0.0,0.0,203333.0,203333.0,203333.0,203333.0,203333.0,203333.0,203000.0,4918.040849247293,0,retained_all_samples,6995968,2592,0,4627,4627,4627,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-DSA-87,verify_tampered_signature,vote192,192,1,1,1.0,209791.0,209791.0,0.0,0.0,209791.0,209791.0,209791.0,209791.0,209791.0,209791.0,211000.0,4766.648712289851,0,retained_all_samples,6979584,2592,0,4627,4627,4627,0,0,rejected
MEASURED,negative,runtime_pqc_manager,ML-KEM-1024,decapsulate_tampered_ciphertext,kem,0,1,1,1.0,17000.0,17000.0,0.0,0.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,58823.529411764706,0,retained_all_samples,7602176,1568,3168,0,0,0,1568,32,implicit_rejection_secret_differs
MEASURED,negative,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_tampered_signature,block4096,4096,1,1,1.0,1578750.0,1578750.0,0.0,0.0,1578750.0,1578750.0,1578750.0,1578750.0,1578750.0,1578750.0,1567000.0,633.4125098970704,0,retained_all_samples,7471104,32,0,17088,17088,17088,0,0,rejected
MEASURED,negative,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_tampered_signature,digest32,32,1,1,1.0,1678334.0,1678334.0,0.0,0.0,1678334.0,1678334.0,1678334.0,1678334.0,1678334.0,1678334.0,1606000.0,595.8289589557263,0,retained_all_samples,7471104,32,0,17088,17088,17088,0,0,rejected
MEASURED,negative,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_tampered_signature,large16384,16384,1,1,1.0,1489709.0,1489709.0,0.0,0.0,1489709.0,1489709.0,1489709.0,1489709.0,1489709.0,1489709.0,1490000.0,671.2720403783558,0,retained_all_samples,7471104,32,0,17088,17088,17088,0,0,rejected
MEASURED,negative,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_tampered_signature,medium256,256,1,1,1.0,1414458.0,1414458.0,0.0,0.0,1414458.0,1414458.0,1414458.0,1414458.0,1414458.0,1414458.0,1414000.0,706.9845834941723,0,retained_all_samples,7471104,32,0,17088,17088,17088,0,0,rejected
MEASURED,negative,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_tampered_signature,small64,64,1,1,1.0,1427208.0,1427208.0,0.0,0.0,1427208.0,1427208.0,1427208.0,1427208.0,1427208.0,1427208.0,1428000.0,700.6687182246736,0,retained_all_samples,7471104,32,0,17088,17088,17088,0,0,rejected
MEASURED,negative,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_tampered_signature,transaction512,512,1,1,1.0,1388583.0,1388583.0,0.0,0.0,1388583.0,1388583.0,1388583.0,1388583.0,1388583.0,1388583.0,1389000.0,720.1586077317669,0,retained_all_samples,7471104,32,0,17088,17088,17088,0,0,rejected
MEASURED,negative,runtime_pqc_manager,SLH-DSA-SHAKE-128f-simple,verify_tampered_signature,vote192,192,1,1,1.0,1373625.0,1373625.0,0.0,0.0,1373625.0,1373625.0,1373625.0,1373625.0,1373625.0,1373625.0,1375000.0,728.000728000728,0,retained_all_samples,7471104,32,0,17088,17088,17088,0,0,rejected
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,keygen,none,0,1,1,1.0,21094250.0,21094250.0,0.0,0.0,21094250.0,21094250.0,21094250.0,21094250.0,21094250.0,21094250.0,20798000.0,47.40628370290482,0,retained_all_samples,7192576,1793,2305,0,0,0,0,0,keypair_generated
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,sign,block4096,4096,1,1,1.0,6372209.0,6372209.0,0.0,0.0,6372209.0,6372209.0,6372209.0,6372209.0,6372209.0,6372209.0,6340000.0,156.93145030239907,0,retained_all_samples,7323648,1793,2305,1270,1270,1270,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,sign,digest32,32,1,1,1.0,6819917.0,6819917.0,0.0,0.0,6819917.0,6819917.0,6819917.0,6819917.0,6819917.0,6819917.0,6664000.0,146.62935047449992,0,retained_all_samples,7225344,1793,2305,1267,1267,1267,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,sign,large16384,16384,1,1,1.0,6264167.0,6264167.0,0.0,0.0,6264167.0,6264167.0,6264167.0,6264167.0,6264167.0,6264167.0,6264000.0,159.6381450239114,0,retained_all_samples,7340032,1793,2305,1269,1269,1269,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,sign,medium256,256,1,1,1.0,6198875.0,6198875.0,0.0,0.0,6198875.0,6198875.0,6198875.0,6198875.0,6198875.0,6198875.0,6189000.0,161.3195942812204,0,retained_all_samples,7323648,1793,2305,1274,1274,1274,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,sign,small64,64,1,1,1.0,6814375.0,6814375.0,0.0,0.0,6814375.0,6814375.0,6814375.0,6814375.0,6814375.0,6814375.0,6688000.0,146.74860130239384,0,retained_all_samples,7290880,1793,2305,1274,1274,1274,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,sign,transaction512,512,1,1,1.0,6385458.0,6385458.0,0.0,0.0,6385458.0,6385458.0,6385458.0,6385458.0,6385458.0,6385458.0,6382000.0,156.60583782713786,0,retained_all_samples,7323648,1793,2305,1274,1274,1274,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,sign,vote192,192,1,1,1.0,6710417.0,6710417.0,0.0,0.0,6710417.0,6710417.0,6710417.0,6710417.0,6710417.0,6710417.0,6637000.0,149.0220354413146,0,retained_all_samples,7307264,1793,2305,1272,1272,1272,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,verify_valid,block4096,4096,1,1,1.0,73166.0,73166.0,0.0,0.0,73166.0,73166.0,73166.0,73166.0,73166.0,73166.0,75000.0,13667.550501599104,0,retained_all_samples,7340032,1793,2305,1266,1266,1266,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,verify_valid,digest32,32,1,1,1.0,129958.0,129958.0,0.0,0.0,129958.0,129958.0,129958.0,129958.0,129958.0,129958.0,109000.0,7694.793702580834,0,retained_all_samples,7258112,1793,2305,1272,1272,1272,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,verify_valid,large16384,16384,1,1,1.0,113958.0,113958.0,0.0,0.0,113958.0,113958.0,113958.0,113958.0,113958.0,113958.0,115000.0,8775.162779269556,0,retained_all_samples,7340032,1793,2305,1269,1269,1269,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,verify_valid,medium256,256,1,1,1.0,59958.0,59958.0,0.0,0.0,59958.0,59958.0,59958.0,59958.0,59958.0,59958.0,64000.0,16678.34150572067,0,retained_all_samples,7323648,1793,2305,1267,1267,1267,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,verify_valid,small64,64,1,1,1.0,61209.0,61209.0,0.0,0.0,61209.0,61209.0,61209.0,61209.0,61209.0,61209.0,62000.0,16337.466712411573,0,retained_all_samples,7307264,1793,2305,1273,1273,1273,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,verify_valid,transaction512,512,1,1,1.0,60000.0,60000.0,0.0,0.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,62000.0,16666.666666666668,0,retained_all_samples,7323648,1793,2305,1267,1267,1267,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,FN-DSA-1024,verify_valid,vote192,192,1,1,1.0,68875.0,68875.0,0.0,0.0,68875.0,68875.0,68875.0,68875.0,68875.0,68875.0,72000.0,14519.056261343012,0,retained_all_samples,7307264,1793,2305,1269,1269,1269,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,HQC-256,decapsulate,kem,0,1,1,1.0,8015791.0,8015791.0,0.0,0.0,8015791.0,8015791.0,8015791.0,8015791.0,8015791.0,8015791.0,7947000.0,124.75375168838609,0,retained_all_samples,7766016,7245,7317,0,0,0,14421,64,shared_secret_match
MEASURED,primitive,runtime_pqc_manager,HQC-256,encapsulate,kem,0,1,1,1.0,5169500.0,5169500.0,0.0,0.0,5169500.0,5169500.0,5169500.0,5169500.0,5169500.0,5169500.0,5171000.0,193.4423058322855,0,retained_all_samples,7766016,7245,7317,0,0,0,14421,64,encapsulated
MEASURED,primitive,runtime_pqc_manager,HQC-256,keygen,none,0,1,1,1.0,2756416.0,2756416.0,0.0,0.0,2756416.0,2756416.0,2756416.0,2756416.0,2756416.0,2756416.0,2735000.0,362.78994172142376,0,retained_all_samples,7684096,7245,7317,0,0,0,0,0,keypair_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,keygen,none,0,1,1,1.0,114125.0,114125.0,0.0,0.0,114125.0,114125.0,114125.0,114125.0,114125.0,114125.0,117000.0,8762.322015334064,0,retained_all_samples,6340608,1952,4032,0,0,0,0,0,keypair_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,sign,block4096,4096,1,1,1.0,1636417.0,1636417.0,0.0,0.0,1636417.0,1636417.0,1636417.0,1636417.0,1636417.0,1636417.0,1597000.0,611.0911827486515,0,retained_all_samples,6619136,1952,4032,3309,3309,3309,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,sign,digest32,32,1,1,1.0,227458.0,227458.0,0.0,0.0,227458.0,227458.0,227458.0,227458.0,227458.0,227458.0,229000.0,4396.416041642853,0,retained_all_samples,6504448,1952,4032,3309,3309,3309,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,sign,large16384,16384,1,1,1.0,454125.0,454125.0,0.0,0.0,454125.0,454125.0,454125.0,454125.0,454125.0,454125.0,455000.0,2202.0368841178088,0,retained_all_samples,6717440,1952,4032,3309,3309,3309,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,sign,medium256,256,1,1,1.0,378125.0,378125.0,0.0,0.0,378125.0,378125.0,378125.0,378125.0,378125.0,378125.0,379000.0,2644.628099173554,0,retained_all_samples,6569984,1952,4032,3309,3309,3309,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,sign,small64,64,1,1,1.0,335083.0,335083.0,0.0,0.0,335083.0,335083.0,335083.0,335083.0,335083.0,335083.0,337000.0,2984.335224407087,0,retained_all_samples,6504448,1952,4032,3309,3309,3309,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,sign,transaction512,512,1,1,1.0,500750.0,500750.0,0.0,0.0,500750.0,500750.0,500750.0,500750.0,500750.0,500750.0,501000.0,1997.00449326011,0,retained_all_samples,6586368,1952,4032,3309,3309,3309,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,sign,vote192,192,1,1,1.0,692791.0,692791.0,0.0,0.0,692791.0,692791.0,692791.0,692791.0,692791.0,692791.0,694000.0,1443.4367652004717,0,retained_all_samples,6537216,1952,4032,3309,3309,3309,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,verify_valid,block4096,4096,1,1,1.0,117125.0,117125.0,0.0,0.0,117125.0,117125.0,117125.0,117125.0,117125.0,117125.0,119000.0,8537.886872998934,0,retained_all_samples,6619136,1952,4032,3309,3309,3309,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,verify_valid,digest32,32,1,1,1.0,91791.0,91791.0,0.0,0.0,91791.0,91791.0,91791.0,91791.0,91791.0,91791.0,92000.0,10894.31425738907,0,retained_all_samples,6504448,1952,4032,3309,3309,3309,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,verify_valid,large16384,16384,1,1,1.0,225917.0,225917.0,0.0,0.0,225917.0,225917.0,225917.0,225917.0,225917.0,225917.0,227000.0,4426.4043874520285,0,retained_all_samples,6733824,1952,4032,3309,3309,3309,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,verify_valid,medium256,256,1,1,1.0,185750.0,185750.0,0.0,0.0,185750.0,185750.0,185750.0,185750.0,185750.0,185750.0,187000.0,5383.580080753702,0,retained_all_samples,6569984,1952,4032,3309,3309,3309,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,verify_valid,small64,64,1,1,1.0,218917.0,218917.0,0.0,0.0,218917.0,218917.0,218917.0,218917.0,218917.0,218917.0,223000.0,4567.9412745469745,0,retained_all_samples,6504448,1952,4032,3309,3309,3309,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,verify_valid,transaction512,512,1,1,1.0,186541.0,186541.0,0.0,0.0,186541.0,186541.0,186541.0,186541.0,186541.0,186541.0,188000.0,5360.751791831286,0,retained_all_samples,6602752,1952,4032,3309,3309,3309,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-65,verify_valid,vote192,192,1,1,1.0,183500.0,183500.0,0.0,0.0,183500.0,183500.0,183500.0,183500.0,183500.0,183500.0,185000.0,5449.591280653951,0,retained_all_samples,6553600,1952,4032,3309,3309,3309,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,keygen,none,0,1,1,1.0,241750.0,241750.0,0.0,0.0,241750.0,241750.0,241750.0,241750.0,241750.0,241750.0,242000.0,4136.504653567736,0,retained_all_samples,6864896,2592,4896,0,0,0,0,0,keypair_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,sign,block4096,4096,1,1,1.0,780125.0,780125.0,0.0,0.0,780125.0,780125.0,780125.0,780125.0,780125.0,780125.0,761000.0,1281.8458580355712,0,retained_all_samples,7012352,2592,4896,4627,4627,4627,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,sign,digest32,32,1,1,1.0,457459.0,457459.0,0.0,0.0,457459.0,457459.0,457459.0,457459.0,457459.0,457459.0,459000.0,2185.9882524991312,0,retained_all_samples,6963200,2592,4896,4627,4627,4627,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,sign,large16384,16384,1,1,1.0,340125.0,340125.0,0.0,0.0,340125.0,340125.0,340125.0,340125.0,340125.0,340125.0,340000.0,2940.095553105476,0,retained_all_samples,7028736,2592,4896,4627,4627,4627,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,sign,medium256,256,1,1,1.0,289208.0,289208.0,0.0,0.0,289208.0,289208.0,289208.0,289208.0,289208.0,289208.0,292000.0,3457.719011922215,0,retained_all_samples,6979584,2592,4896,4627,4627,4627,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,sign,small64,64,1,1,1.0,404208.0,404208.0,0.0,0.0,404208.0,404208.0,404208.0,404208.0,404208.0,404208.0,405000.0,2473.9737956695562,0,retained_all_samples,6963200,2592,4896,4627,4627,4627,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,sign,transaction512,512,1,1,1.0,288542.0,288542.0,0.0,0.0,288542.0,288542.0,288542.0,288542.0,288542.0,288542.0,289000.0,3465.6999674224203,0,retained_all_samples,6979584,2592,4896,4627,4627,4627,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,sign,vote192,192,1,1,1.0,538500.0,538500.0,0.0,0.0,538500.0,538500.0,538500.0,538500.0,538500.0,538500.0,540000.0,1857.0102135561744,0,retained_all_samples,6979584,2592,4896,4627,4627,4627,0,0,signature_generated
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,verify_valid,block4096,4096,1,1,1.0,212625.0,212625.0,0.0,0.0,212625.0,212625.0,212625.0,212625.0,212625.0,212625.0,213000.0,4703.115814226925,0,retained_all_samples,7028736,2592,4896,4627,4627,4627,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,verify_valid,digest32,32,1,1,1.0,236083.0,236083.0,0.0,0.0,236083.0,236083.0,236083.0,236083.0,236083.0,236083.0,241000.0,4235.7984268244645,0,retained_all_samples,6963200,2592,4896,4627,4627,4627,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,verify_valid,large16384,16384,1,1,1.0,259458.0,259458.0,0.0,0.0,259458.0,259458.0,259458.0,259458.0,259458.0,259458.0,260000.0,3854.1883464761154,0,retained_all_samples,7028736,2592,4896,4627,4627,4627,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,verify_valid,medium256,256,1,1,1.0,205958.0,205958.0,0.0,0.0,205958.0,205958.0,205958.0,205958.0,205958.0,205958.0,206000.0,4855.358859573311,0,retained_all_samples,6979584,2592,4896,4627,4627,4627,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,verify_valid,small64,64,1,1,1.0,225958.0,225958.0,0.0,0.0,225958.0,225958.0,225958.0,225958.0,225958.0,225958.0,226000.0,4425.601217925455,0,retained_all_samples,6963200,2592,4896,4627,4627,4627,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,verify_valid,transaction512,512,1,1,1.0,206833.0,206833.0,0.0,0.0,206833.0,206833.0,206833.0,206833.0,206833.0,206833.0,207000.0,4834.818428393922,0,retained_all_samples,6995968,2592,4896,4627,4627,4627,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-DSA-87,verify_valid,vote192,192,1,1,1.0,221708.0,221708.0,0.0,0.0,221708.0,221708.0,221708.0,221708.0,221708.0,221708.0,223000.0,4510.43715156873,0,retained_all_samples,6979584,2592,4896,4627,4627,4627,0,0,accepted
MEASURED,primitive,runtime_pqc_manager,ML-KEM-1024,decapsulate,kem,0,1,1,1.0,14666.0,14666.0,0.0,0.0,14666.0,14666.0,14666.0,14666.0,14666.0,14666.0,15000.0,68184.91749624984,0,retained_all_samples,7585792,1568,3168,0,0,0,1568,32,shared_secret_match
MEASURED,primitive,runtime_pqc_manager,ML-KEM-1024,encapsulate,kem,0,1,1,1.0,12542.0,12542.0,0.0,0.0,12542.0,12542.0,12542.0,12542.0,12542.0,12542.0,13000.0,79732.10014351777,0,retained_all_samples,7569408,1568,3168,0,0,0,1568,32,encapsulated
