run_id,environment_id,source_commit,classification,suite,layer,algorithm,operation,payload_profile,message_bytes,iteration,warmup_iterations,wall_ns,cpu_ns,max_rss_bytes,valid,result,work_units,item_count,public_key_bytes,private_key_bytes,signature_bytes,ciphertext_bytes,shared_secret_bytes,unsigned_serialized_bytes,serialized_bytes,authentication_bytes,notes
local-1786751314048944000,diagnostic-local,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,protocol,public_rpc_transaction,ML-DSA-87,build_hash_sign_serialize,digest32,32,0,0,1369250,1372000,7045120,true,signed_serialized_admission_valid,1,1,2592,4896,4627,0,0,350,26150,25800,"includes raw BLAKE3 transaction hash, PQCManager signing, embedded public key, JSON, and admission verification"
local-1786751314048944000,diagnostic-local,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,protocol,public_rpc_transaction_component,BLAKE3,raw_hash,digest32,32,0,1,1208,4000,7241728,true,raw_hash_computed,1,1,0,0,0,0,0,0,64,0,production legacy transaction raw_hash; excludes prefix formatting and signature verification
local-1786751314048944000,diagnostic-local,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,protocol,public_rpc_transaction_component,JSON,serialize_signed_json,digest32,32,0,1,68417,69000,7258112,true,serialized,1,1,0,0,0,0,0,0,26035,0,
local-1786751314048944000,diagnostic-local,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,protocol,public_rpc_transaction_component,JSON,deserialize_signed_json,digest32,32,0,1,92583,92000,7274496,true,deserialized_equal_auth_and_hash,1,1,0,0,0,0,0,0,26035,0,
local-1786751314048944000,diagnostic-local,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,protocol,public_rpc_transaction_component,ML-DSA-87,verify_embedded_signature,digest32,32,0,1,232666,207000,7274496,true,accepted,1,1,2592,0,4627,0,0,0,26035,0,"includes sender/public-key binding, algorithm dispatch, raw hash, key parsing, and primitive verification"
local-1786751314048944000,diagnostic-local,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,protocol,public_rpc_transaction,ML-DSA-87,validate_for_admission,digest32,32,0,1,530333,509000,7356416,true,accepted,1,1,2592,0,4627,0,0,350,26035,25685,
local-1786751314048944000,diagnostic-local,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,public_rpc_transaction,ML-DSA-87,reject_modified_signed_payload,digest32,32,0,0,285292,245000,7405568,true,rejected,1,1,2592,0,4627,0,0,0,0,0,
local-1786751314048944000,diagnostic-local,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,public_rpc_transaction,ML-DSA-87,reject_malformed_public_key,digest32,32,0,0,8084,8000,7405568,true,rejected,1,1,2591,0,4627,0,0,0,0,0,
local-1786751314048944000,diagnostic-local,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,public_rpc_transaction,ML-DSA-87,reject_wrong_chain_id,digest32,32,0,0,708,1000,7405568,true,rejected,1,1,2592,0,4627,0,0,0,0,0,
local-1786751314048944000,diagnostic-local,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,public_rpc_transaction,ML-DSA-87,reject_unknown_algorithm,digest32,32,0,0,667,1000,7421952,true,rejected,1,1,2592,0,4627,0,0,0,0,0,
