classification,environment_id,source_commit,suite,layer,algorithm,operation,payload_profile,message_bytes,n,valid_n,valid_fraction,mean_wall_ns,median_wall_ns,stdev_wall_ns,cv_wall,min_wall_ns,p50_wall_ns,p90_wall_ns,p95_wall_ns,p99_wall_ns,max_wall_ns,median_ci95_low_ns,median_ci95_high_ns,mean_cpu_ns,experiment,environment,workload,sample_count,mean_us,median_us,stddev_us,p90_us,p95_us,p99_us,total_work_units,throughput_ops_per_second,ops_per_sec,cpu_percent,mad_outlier_count,outlier_policy,max_rss_bytes,memory_mb,network_bytes,throughput_tps,result_type,public_key_bytes,private_key_bytes,signature_bytes_min,signature_bytes_median,signature_bytes_max,ciphertext_bytes,shared_secret_bytes,unsigned_serialized_bytes,serialized_bytes,authentication_bytes,item_count,results
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers1_concurrency1,512,100,100,1.0,192804.22,177500.5,63298.05504305752,0.32830222825546823,138708.0,177500.5,241187.20000000004,254493.75,355181.0100000017,678417.0,168000.0,188541.0,196370.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,workers1_concurrency1,100,192.80422000000002,177.5005,63.298055043057516,241.18720000000005,254.49375,355.1810100000017,100,5186.60846738728,5186.60846738728,101.84943047408402,3,retained_all_samples,7847936,7.847936,,,MEASURED,,,3309,3309.0,3309,,,,,,1,accepted=1;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers1_concurrency128,512,100,100,1.0,17431585.0,17414146.0,312833.3215777593,0.017946349777014498,16855250.0,17414146.0,17682703.8,17833575.6,18360479.410000008,19513375.0,17359417.0,17452875.0,30002390.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,workers1_concurrency128,100,17431.585,17414.146,312.8333215777593,17682.7038,17833.5756,18360.479410000007,6499,3728.289768256874,3728.289768256874,172.115100261967,2,retained_all_samples,13647872,13.647872,,,MEASURED,,,3309,3309.0,3309,,,,,,128,accepted=64;saturated=64;unexpected=0;accepted=65;saturated=63;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers1_concurrency16,512,100,100,1.0,2443850.84,2411312.5,381846.57452574436,0.15624790526321336,1981333.0,2411312.5,3031658.4,3078393.1,3233193.66,3260583.0,2272020.5,2541333.5,4652540.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,workers1_concurrency16,100,2443.85084,2411.3125,381.84657452574436,3031.6584,3078.3931000000002,3233.1936600000004,1600,6547.044417817251,6547.044417817251,190.3774127229467,0,retained_all_samples,9142272,9.142272,,,MEASURED,,,3309,3309.0,3309,,,,,,16,accepted=16;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers1_concurrency2,512,100,100,1.0,279947.96,275042.0,20105.891878268074,0.07182010498761296,252541.0,275042.0,309971.4,314785.1,349882.5,350625.0,270415.4375,278379.13749999995,323690.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,workers1_concurrency2,100,279.94796,275.042,20.105891878268075,309.9714,314.7851,349.8825,200,7144.184940658257,7144.184940658257,115.62506117208355,3,retained_all_samples,7946240,7.94624,,,MEASURED,,,3309,3309.0,3309,,,,,,2,accepted=2;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers1_concurrency4,512,100,100,1.0,538553.72,535333.5,26453.00990190536,0.04911860956397323,482625.0,535333.5,560362.5,577400.0,624556.3400000002,659042.0,531478.4875,538229.0,718400.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,workers1_concurrency4,100,538.55372,535.3335,26.45300990190536,560.3625,577.4,624.5563400000002,400,7427.299917267306,7427.299917267306,133.39430651412084,4,retained_all_samples,8126464,8.126464,,,MEASURED,,,3309,3309.0,3309,,,,,,4,accepted=4;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers1_concurrency64,512,100,100,1.0,15900450.38,16141812.0,838536.7390958554,0.05273666588404242,12336375.0,16141812.0,16402470.5,16533733.35,16725263.75,16726625.0,16105125.0,16190855.0125,25611390.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,workers1_concurrency64,100,15900.45038,16141.812,838.5367390958554,16402.4705,16533.73335,16725.26375,6400,4025.0432201908484,4025.0432201908484,161.07336199869326,13,retained_all_samples,11304960,11.30496,,,MEASURED,,,3309,3309.0,3309,,,,,,64,accepted=64;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers1_concurrency65,512,100,100,1.0,16449918.8,16453271.0,147549.0930443221,0.008969594004580868,16040250.0,16453271.0,16626979.200000001,16680158.35,16775648.01,16843959.0,16415504.3625,16471667.0,26341310.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,workers1_concurrency65,100,16449.9188,16453.271,147.5490930443221,16626.9792,16680.158349999998,16775.64801,6500,3951.3872858752347,3951.3872858752347,160.13033450353566,0,retained_all_samples,11517952,11.517952,,,MEASURED,,,3309,3309.0,3309,,,,,,65,accepted=65;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers1_concurrency8,512,100,100,1.0,1047963.33,1046396.0,32950.65888645652,0.03144256859298361,970000.0,1046396.0,1087708.7,1106439.55,1134159.58,1162333.0,1039917.0,1052729.0,1693850.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers1,workers1_concurrency8,100,1047.96333,1046.396,32.95065888645652,1087.7087,1106.43955,1134.15958,800,7633.854898338857,7633.854898338857,161.63256399439092,0,retained_all_samples,8437760,8.43776,,,MEASURED,,,3309,3309.0,3309,,,,,,8,accepted=8;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers2_concurrency1,512,100,100,1.0,156868.29,152708.5,14178.617422942252,0.09038549105712984,142500.0,152708.5,170503.9,177770.84999999998,210239.91000000024,254583.0,151458.0,154167.5125,163250.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,workers2_concurrency1,100,156.86829,152.7085,14.178617422942253,170.5039,177.77084999999997,210.23991000000024,100,6374.774659684248,6374.774659684248,104.06819631934536,9,retained_all_samples,7946240,7.94624,,,MEASURED,,,3309,3309.0,3309,,,,,,1,accepted=1;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers2_concurrency128,512,100,100,1.0,17437444.58,16938958.0,4985813.303495995,0.2859256859926889,16461750.0,16938958.0,17260286.9,17446908.65,18179323.75000025,66733750.0,16885274.2875,17004833.0,29187650.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,workers2_concurrency128,100,17437.44458,16938.958,4985.813303495995,17260.2869,17446.908649999998,18179.32375000025,6560,3762.019124937629,3762.019124937629,167.38490474388078,1,retained_all_samples,13713408,13.713408,,,MEASURED,,,3309,3309.0,3309,,,,,,128,accepted=65;saturated=63;unexpected=0;accepted=66;saturated=62;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers2_concurrency16,512,100,100,1.0,2301425.06,2277208.5,435090.1466414996,0.18905249369340732,1481458.0,2277208.5,2871733.3000000003,2953904.45,3121711.3400000003,3146792.0,2172791.5,2449375.0,4522030.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,workers2_concurrency16,100,2301.42506,2277.2085,435.0901466414996,2871.7333000000003,2953.90445,3121.7113400000003,1600,6952.2142076614045,6952.2142076614045,196.48825758419437,0,retained_all_samples,9240576,9.240576,,,MEASURED,,,3309,3309.0,3309,,,,,,16,accepted=16;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers2_concurrency2,512,100,100,1.0,188461.23,184625.5,19292.365495742433,0.10236782119984271,164916.0,184625.5,202816.30000000002,227335.74999999994,257173.75000000015,286750.0,182917.0,186292.0,335650.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,workers2_concurrency2,100,188.46123,184.6255,19.292365495742434,202.8163,227.33574999999993,257.17375000000015,200,10612.262267417018,10612.262267417018,178.1002915029261,6,retained_all_samples,8044544,8.044544,,,MEASURED,,,3309,3309.0,3309,,,,,,2,accepted=2;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers2_concurrency4,512,100,100,1.0,344449.98,344249.5,24074.848687643487,0.06989359873861363,308125.0,344249.5,368958.30000000005,388695.54999999993,415657.50000000006,431250.0,335187.5,348856.08749999997,737490.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,workers2_concurrency4,100,344.44998,344.2495,24.074848687643488,368.95830000000007,388.6955499999999,415.6575000000001,400,11612.716598212606,11612.716598212606,214.10655910039534,1,retained_all_samples,8224768,8.224768,,,MEASURED,,,3309,3309.0,3309,,,,,,4,accepted=4;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers2_concurrency64,512,100,100,1.0,15319459.64,15557125.0,829088.3665350808,0.05411994848501594,12113584.0,15557125.0,15758954.2,15883229.45,16180656.250000002,16616875.0,15510500.0,15611458.0,24542920.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,workers2_concurrency64,100,15319.459640000001,15557.125,829.0883665350808,15758.9542,15883.229449999999,16180.656250000002,6400,4177.693045575334,4177.693045575334,160.20747844079963,13,retained_all_samples,11419648,11.419648,,,MEASURED,,,3309,3309.0,3309,,,,,,64,accepted=64;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers2_concurrency65,512,100,100,1.0,15820207.08,15789208.5,189892.94181119715,0.01200318939258772,15466583.0,15789208.5,16039883.6,16165241.95,16394186.66,16598291.0,15757709.0,15831354.0,25125810.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,workers2_concurrency65,100,15820.20708,15789.2085,189.89294181119715,16039.8836,16165.24195,16394.18666,6500,4108.669353776879,4108.669353776879,158.82099313203176,2,retained_all_samples,11616256,11.616256,,,MEASURED,,,3309,3309.0,3309,,,,,,65,accepted=65;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers2_concurrency8,512,100,100,1.0,690270.81,673021.0,68810.75476850999,0.09968660672252674,593291.0,673021.0,795275.0,812514.2499999999,888899.5800000002,916083.0,651541.0,699625.0,1730640.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers2,workers2_concurrency8,100,690.2708100000001,673.021,68.81075476850998,795.275,812.5142499999998,888.8995800000002,800,11589.654211221825,11589.654211221825,250.71898955136174,1,retained_all_samples,8552448,8.552448,,,MEASURED,,,3309,3309.0,3309,,,,,,8,accepted=8;saturated=0;unexpected=0
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers4,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,load,aegis_bounded_verification_pool,ML-DSA-65,concurrent_verify_burst,workers4_concurrency1,512,100,100,1.0,173074.96,155020.5,42969.693846606715,0.24827215818282852,140916.0,155020.5,233862.80000000016,271420.79999999993,319213.4200000002,356875.0,153416.0,158479.0,179600.0,load,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814-workers4,workers4_concurrency1,100,173.07496,155.0205,42.96969384660672,233.86280000000016,271.42079999999993,319.2134200000002,100,5777.843311360581,5777.843311360581,103.77006587203603,19,retained_all_samples,8159232,8.159232,,,MEASURED,,,3309,3309.0,3309,,,,,,1,accepted=1;saturated=0;unexpected=0
