run_id,environment_id,source_commit,classification,suite,layer,algorithm,operation,payload_profile,message_bytes,iteration,warmup_iterations,wall_ns,cpu_ns,max_rss_bytes,valid,result,work_units,item_count,public_key_bytes,private_key_bytes,signature_bytes,ciphertext_bytes,shared_secret_bytes,unsigned_serialized_bytes,serialized_bytes,authentication_bytes,notes
cold-28679-1786750143426516000,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,first_signer_initialize,transaction512,512,1,0,920292,924000,6455296,true,initialized,1,0,0,0,0,0,0,0,0,0,includes the process-local required ML-DSA-65 smoke check
cold-28679-1786750143426516000,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,first_keygen_register,transaction512,512,1,0,210250,210000,6488064,true,registered,1,0,1952,0,0,0,0,0,0,0,ML-DSA-65 key generation plus Aegis lifecycle registration
cold-28679-1786750143426516000,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,first_domain_sign,transaction512,512,1,0,394959,395000,6488064,true,signed,1,0,1952,0,3309,0,0,0,0,0,first production-domain signature after initialization
cold-28679-1786750143426516000,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,first_verifier_initialize,transaction512,512,1,0,44250,55000,6619136,true,initialized,1,0,1952,0,0,0,0,0,0,0,includes the process-local required verifier smoke check and registry clone
cold-28679-1786750143426516000,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,first_domain_verify,transaction512,512,1,0,254000,298000,6864896,true,accepted_cache_miss,1,0,1952,0,3309,0,0,0,0,0,first production-domain verification after verifier initialization
cold-28679-1786750143426516000,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,second_domain_sign,transaction512,512,1,0,938792,905000,6864896,true,signed,1,0,1952,0,3309,0,0,0,0,0,warm process-local domain signature
cold-28679-1786750143426516000,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,second_domain_verify,transaction512,512,1,0,146125,151000,7028736,true,accepted_cache_miss,1,0,1952,0,3309,0,0,0,0,0,warm process-local cache-miss verification
