run_id,environment_id,source_commit,classification,suite,layer,algorithm,operation,payload_profile,message_bytes,iteration,warmup_iterations,wall_ns,cpu_ns,max_rss_bytes,valid,result,public_key_bytes,private_key_bytes,signature_bytes,ciphertext_bytes,shared_secret_bytes,notes
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,sign_domain,small64,64,0,1,734666,735000,48054272,true,domain_signature_generated,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_miss,small64,64,0,1,115041,117000,48054272,true,accepted_cache_miss,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_hit,small64,64,0,1,9791,9000,48054272,true,accepted_cache_hit,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + positive cache
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,aegis_domain_wrapper,ML-DSA-65,verify_tampered_signature,small64,64,0,0,109792,112000,48054272,true,rejected,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,sign_domain,vote192,192,0,1,467084,467000,48054272,true,domain_signature_generated,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_miss,vote192,192,0,1,114292,118000,48054272,true,accepted_cache_miss,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_hit,vote192,192,0,1,10250,11000,48054272,true,accepted_cache_hit,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + positive cache
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,negative,aegis_domain_wrapper,ML-DSA-65,verify_tampered_signature,vote192,192,0,0,139416,142000,48054272,true,rejected,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,sign_domain,medium256,256,0,1,257000,258000,48054272,true,domain_signature_generated,0,0,3309,0,0,domain=SYNERGY_TX_V1
local-1786748198143003000,macmini-m2-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,MEASURED,aegis,aegis_domain_wrapper,ML-DSA-65,verify_cache_miss,medium256,256,0,1,126917,131000,48054272,true,accepted_cache_miss,0,0,3309,0,0,domain=SYNERGY_TX_V1; policy checks + transcript hash + bounded worker + primitive
