classification,environment_id,source_commit,suite,layer,algorithm,operation,payload_profile,message_bytes,n,valid_n,valid_fraction,mean_wall_ns,median_wall_ns,stdev_wall_ns,cv_wall,min_wall_ns,p50_wall_ns,p90_wall_ns,p95_wall_ns,p99_wall_ns,max_wall_ns,median_ci95_low_ns,median_ci95_high_ns,mean_cpu_ns,experiment,environment,workload,sample_count,mean_us,median_us,stddev_us,p90_us,p95_us,p99_us,total_work_units,throughput_ops_per_second,ops_per_sec,cpu_percent,mad_outlier_count,outlier_policy,max_rss_bytes,memory_mb,network_bytes,throughput_tps,result_type,public_key_bytes,private_key_bytes,signature_bytes_min,signature_bytes_median,signature_bytes_max,ciphertext_bytes,shared_secret_bytes,unsigned_serialized_bytes,serialized_bytes,authentication_bytes,item_count,results
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope,ML-DSA-65,reject_wrong_lifecycle_role,block4096,4096,50,50,1.0,121.74,125.0,27.674352673881412,0.22732341608248244,83.0,125.0,125.0,167.0,209.32999999999984,250.0,125.0,125.0,420.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,block4096,50,0.12174,0.125,0.027674352673881412,0.125,0.167,0.20932999999999985,50,8214227.04123542,8214227.04123542,344.99753573188764,14,retained_all_samples,10846208,10.846208,,,MEASURED,1952,,3309,3309.0,3309,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope,ML-DSA-65,reject_wrong_lifecycle_role,digest32,32,50,50,1.0,126.68,125.0,27.75728622858348,0.21911340565664256,83.0,125.0,167.0,167.0,187.9099999999999,208.0,125.0,125.0,480.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,digest32,50,0.12668000000000001,0.125,0.02775728622858348,0.167,0.167,0.1879099999999999,50,7893905.904641617,7893905.904641617,378.9074834227976,19,retained_all_samples,10125312,10.125312,,,MEASURED,1952,,3309,3309.0,3309,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope,ML-DSA-65,reject_wrong_lifecycle_role,kilobyte1024,1024,50,50,1.0,124.98,125.0,22.298064343556543,0.17841306083818645,83.0,125.0,129.10000000000005,167.0,187.9099999999999,208.0,125.0,125.0,340.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,kilobyte1024,50,0.12498000000000001,0.125,0.022298064343556544,0.12910000000000005,0.167,0.1879099999999999,50,8001280.204832774,8001280.204832774,272.0435269643143,11,retained_all_samples,10567680,10.56768,,,MEASURED,1952,,3309,3309.0,3309,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope,ML-DSA-65,reject_wrong_lifecycle_role,large16384,16384,50,50,1.0,124.12,125.0,32.00806020938081,0.2578799565692943,42.0,125.0,167.0,167.0,208.0,208.0,125.0,125.0,540.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,large16384,50,0.12412000000000001,0.125,0.03200806020938081,0.167,0.167,0.208,50,8056719.303899452,8056719.303899452,435.0628424105704,20,retained_all_samples,11665408,11.665408,,,MEASURED,1952,,3309,3309.0,3309,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope,ML-DSA-65,reject_wrong_lifecycle_role,medium256,256,50,50,1.0,113.28,125.0,34.7727549928952,0.3069628795276766,83.0,125.0,125.0,147.5499999999999,230.25999999999976,292.0,84.0,125.0,440.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,medium256,50,0.11328,0.125,0.0347727549928952,0.125,0.1475499999999999,0.23025999999999977,50,8827683.615819208,8827683.615819208,388.4180790960452,23,retained_all_samples,10321920,10.32192,,,MEASURED,1952,,3309,3309.0,3309,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope,ML-DSA-65,reject_wrong_lifecycle_role,small128,128,50,50,1.0,115.92,125.0,33.8422752166094,0.29194509331098517,83.0,125.0,125.0,148.09999999999988,230.23999999999975,291.0,125.0,125.0,540.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,small128,50,0.11592,0.125,0.0338422752166094,0.125,0.14809999999999987,0.23023999999999975,50,8626639.06142167,8626639.06142167,465.8385093167702,20,retained_all_samples,10174464,10.174464,,,MEASURED,1952,,3309,3309.0,3309,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope,ML-DSA-65,reject_wrong_lifecycle_role,small64,64,50,50,1.0,124.12,125.0,38.18624605476561,0.3076558657328844,83.0,125.0,166.1,189.5499999999999,251.32999999999984,292.0,125.0,125.0,360.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,small64,50,0.12412000000000001,0.125,0.03818624605476561,0.1661,0.18954999999999989,0.25132999999999983,50,8056719.303899452,8056719.303899452,290.0418949403803,20,retained_all_samples,10141696,10.141696,,,MEASURED,1952,,3309,3309.0,3309,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope,ML-DSA-65,reject_wrong_lifecycle_role,transaction512,512,50,50,1.0,124.96,125.0,23.751227680406977,0.19007064404935162,83.0,125.0,166.0,166.55,187.9099999999999,208.0,125.0,125.0,420.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,transaction512,50,0.12495999999999999,0.125,0.023751227680406977,0.166,0.16655,0.1879099999999999,50,8002560.819462228,8002560.819462228,336.10755441741355,13,retained_all_samples,10403840,10.40384,,,MEASURED,1952,,3309,3309.0,3309,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope,ML-DSA-65,reject_wrong_lifecycle_role,vote192,192,50,50,1.0,118.38,125.0,24.319212191858785,0.20543345321725617,83.0,125.0,125.0,147.5499999999999,188.4199999999999,209.0,125.0,125.0,400.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,vote192,50,0.11838,0.125,0.024319212191858786,0.125,0.1475499999999999,0.1884199999999999,50,8447372.86703835,8447372.86703835,337.89491468153403,15,retained_all_samples,10240000,10.24,,,MEASURED,1952,,3309,3309.0,3309,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope_component,JSON,reject_malformed_json,block4096,4096,50,50,1.0,101497.54,99562.0,4392.0930959706975,0.043272901943935765,96916.0,99562.0,106604.40000000001,112165.09999999999,115677.33,116208.0,99417.0,99729.0,101740.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,block4096,50,101.49753999999999,99.562,4.392093095970697,106.60440000000001,112.1651,115.67733,50,9852.455537346028,9852.455537346028,100.23888263695848,14,retained_all_samples,10846208,10.846208,,,MEASURED,,,,,,,,,34161,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope_component,JSON,reject_malformed_json,digest32,32,50,50,1.0,62510.78,61250.0,5355.000871929653,0.0856652384105534,59416.0,61250.0,65437.8,66131.55,85568.07999999996,94000.0,61125.0,61396.0,62320.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,digest32,50,62.51078,61.25,5.355000871929653,65.43780000000001,66.13155,85.56807999999995,50,15997.240795907523,15997.240795907523,99.69480464009568,9,retained_all_samples,10125312,10.125312,,,MEASURED,,,,,,,,,19688,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope_component,JSON,reject_malformed_json,kilobyte1024,1024,50,50,1.0,73101.64,70792.0,7035.61630609079,0.09624430185274627,68500.0,70792.0,79071.40000000001,87593.75,99161.07999999999,101958.0,70561.9875,71020.5,72800.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,kilobyte1024,50,73.10164,70.792,7.03561630609079,79.07140000000001,87.59375,99.16107999999998,50,13679.583659135418,13679.583659135418,99.58736903850584,5,retained_all_samples,10567680,10.56768,,,MEASURED,,,,,,,,,23280,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope_component,JSON,reject_malformed_json,large16384,16384,50,50,1.0,218329.16,210125.0,24966.905674381625,0.11435442555809597,204209.0,210125.0,229020.9,254335.44999999992,326947.6699999999,350917.0,209708.0,211500.0,217040.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,large16384,50,218.32916,210.125,24.966905674381625,229.02089999999998,254.33544999999992,326.9476699999999,50,4580.240220774907,4580.240220774907,99.40953375169859,13,retained_all_samples,11665408,11.665408,,,MEASURED,,,,,,,,,78057,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope_component,JSON,reject_malformed_json,medium256,256,50,50,1.0,64681.64,63166.0,4351.101703134553,0.0672695018730903,61167.0,63166.0,68729.2,73256.24999999999,81030.42999999998,85584.0,63062.5,63292.0,64940.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,medium256,50,64.68164,63.166,4.351101703134553,68.72919999999999,73.25624999999998,81.03042999999998,50,15460.33774035414,15460.33774035414,100.39943328585979,16,retained_all_samples,10321920,10.32192,,,MEASURED,,,,,,,,,20511,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope_component,JSON,reject_malformed_json,small128,128,50,50,1.0,64164.94,62667.0,2989.743326707468,0.04659465631398499,62250.0,62667.0,70091.7,71003.65,71523.08,71625.0,62583.0,62750.0,64500.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,small128,50,64.16494,62.667,2.989743326707468,70.0917,71.00365,71.52308000000001,50,15584.834958156276,15584.834958156276,100.52218548010798,12,retained_all_samples,10174464,10.174464,,,MEASURED,,,,,,,,,19997,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope_component,JSON,reject_malformed_json,small64,64,50,50,1.0,62429.22,61479.0,4283.333606823888,0.06861103833787909,59667.0,61479.0,64849.700000000004,69493.74999999999,80650.23999999999,82916.0,61375.0,61625.0,62480.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,small64,50,62.42922,61.479,4.283333606823888,64.8497,69.49374999999999,80.65024,50,16018.140223440241,16018.140223440241,100.08134011605463,7,retained_all_samples,10141696,10.141696,,,MEASURED,,,,,,,,,19807,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope_component,JSON,reject_malformed_json,transaction512,512,50,50,1.0,67150.88,66083.5,3147.264329670504,0.046868549297797796,65750.0,66083.5,69445.5,74605.94999999998,79196.48999999999,80666.0,66021.0,66146.0,67220.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,transaction512,50,67.15088,66.0835,3.147264329670504,69.4455,74.60594999999998,79.19649,50,14891.83760510659,14891.83760510659,100.1029323815265,9,retained_all_samples,10403840,10.40384,,,MEASURED,,,,,,,,,21397,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,aegis_submission_envelope_component,JSON,reject_malformed_json,vote192,192,50,50,1.0,64417.54,63188.0,5094.503253147114,0.07908565358359096,61250.0,63188.0,68391.6,70316.99999999999,84907.15999999996,94666.0,63104.5,63334.0,64680.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,vote192,50,64.41754,63.188,5.094503253147114,68.39160000000001,70.31699999999998,84.90715999999996,50,15523.722265705894,15523.722265705894,100.40743561458572,16,retained_all_samples,10240000,10.24,,,MEASURED,,,,,,,,,20264,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_malformed_public_key,block4096,4096,50,50,1.0,5837.44,5625.0,790.5792286258816,0.13543252326805613,5500.0,5625.0,6016.7,7079.049999999997,9288.079999999996,10125.0,5625.0,5625.0,6080.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,block4096,50,5.83744,5.625,0.7905792286258816,6.0167,7.079049999999998,9.288079999999995,50,171307.97061725688,171307.97061725688,104.15524613529219,6,retained_all_samples,8077312,8.077312,,,MEASURED,2591,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_malformed_public_key,digest32,32,50,50,1.0,5842.46,5625.0,890.9601381403671,0.15249743055842352,5541.0,5625.0,5804.5,6299.849999999999,10106.59,10209.0,5625.0,5645.5,6140.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,digest32,50,5.84246,5.625,0.8909601381403671,5.8045,6.299849999999999,10.10659,50,171160.77816536184,171160.77816536184,105.09271779353217,5,retained_all_samples,7864320,7.86432,,,MEASURED,2591,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_malformed_public_key,kilobyte1024,1024,50,50,1.0,6254.14,5625.0,3547.1593579387218,0.5671698039920311,5541.0,5625.0,5775.0,7626.899999999999,19476.659999999953,30583.0,5584.0,5666.0,6400.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,kilobyte1024,50,6.2541400000000005,5.625,3.547159357938722,5.775,7.626899999999999,19.476659999999953,50,159894.08615732938,159894.08615732938,102.33221514069079,5,retained_all_samples,8028160,8.02816,,,MEASURED,2591,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_malformed_public_key,large16384,16384,50,50,1.0,5654.2,5625.0,231.06028897856322,0.04086524866091812,5541.0,5625.0,5675.3,5818.75,6574.589999999997,7167.0,5584.0,5625.0,5960.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,large16384,50,5.6541999999999994,5.625,0.23106028897856323,5.6753,5.81875,6.574589999999997,50,176859.67953026068,176859.67953026068,105.40836900003536,3,retained_all_samples,8470528,8.470528,,,MEASURED,2591,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_malformed_public_key,medium256,256,50,50,1.0,5778.38,5625.0,584.2061032036623,0.10110205684009399,5541.0,5625.0,5750.0,6982.849999999994,8106.08,8208.0,5625.0,5625.0,5960.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,medium256,50,5.77838,5.625,0.5842061032036623,5.75,6.982849999999994,8.10608,50,173058.88501621562,173058.88501621562,103.14309546966452,3,retained_all_samples,7962624,7.962624,,,MEASURED,2591,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_malformed_public_key,small128,128,50,50,1.0,5669.94,5625.0,179.74362808382025,0.03170115170245545,5542.0,5625.0,5750.0,6081.249999999999,6375.84,6417.0,5584.0,5625.0,5920.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,small128,50,5.6699399999999995,5.625,0.17974362808382024,5.75,6.081249999999999,6.37584,50,176368.70936905858,176368.70936905858,104.41027594648268,4,retained_all_samples,7897088,7.897088,,,MEASURED,2591,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_malformed_public_key,small64,64,50,50,1.0,5725.8,5625.0,430.58161899022684,0.07520025480984785,5541.0,5625.0,5754.2,6273.099999999999,7692.909999999999,7958.0,5584.0,5625.0,6080.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,small64,50,5.7258000000000004,5.625,0.43058161899022684,5.7542,6.2730999999999995,7.692909999999999,50,174648.08411051732,174648.08411051732,106.18603513919452,4,retained_all_samples,7864320,7.86432,,,MEASURED,2591,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_malformed_public_key,transaction512,512,50,50,1.0,5710.88,5584.0,407.62095437916287,0.07137620723586607,5500.0,5584.0,5779.200000000001,6110.75,7586.339999999999,7750.0,5583.0,5625.0,6080.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,transaction512,50,5.71088,5.584,0.40762095437916285,5.7792,6.11075,7.586339999999999,50,175104.36219987113,175104.36219987113,106.46345221752165,5,retained_all_samples,7979008,7.979008,,,MEASURED,2591,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_malformed_public_key,vote192,192,50,50,1.0,5684.12,5625.0,208.4406282618724,0.03667069454231656,5500.0,5625.0,5958.1,6114.4,6441.249999999999,6625.0,5583.0,5625.0,5900.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,vote192,50,5.68412,5.625,0.2084406282618724,5.9581,6.1144,6.441249999999999,50,175928.7277538124,175928.7277538124,103.79794937474931,7,retained_all_samples,7946240,7.94624,,,MEASURED,2591,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_modified_signed_payload,block4096,4096,50,50,1.0,168461.74,164459.0,12348.709328260891,0.07330275306583496,163792.0,164459.0,176200.0,184508.69999999998,217421.6599999999,244208.0,164375.0,164541.0,168080.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,block4096,50,168.46174,164.459,12.348709328260892,176.2,184.50869999999998,217.4216599999999,50,5936.065957765841,5936.065957765841,99.77339661812825,14,retained_all_samples,8077312,8.077312,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_modified_signed_payload,digest32,32,50,50,1.0,165759.88,159875.0,13378.669999850432,0.08071114674944523,159208.0,159875.0,173758.30000000002,188068.6,222030.24,224541.0,159667.0,162875.0,165120.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,digest32,50,165.75988,159.875,13.378669999850432,173.75830000000002,188.0686,222.03024,50,6032.822900209629,6032.822900209629,99.61397172826139,19,retained_all_samples,7864320,7.86432,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_modified_signed_payload,kilobyte1024,1024,50,50,1.0,164619.94,160937.5,8570.519998059794,0.0520624658110056,160375.0,160937.5,171833.6,182068.75,196615.23999999996,209416.0,160834.0,161250.0,164420.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,kilobyte1024,50,164.61994,160.9375,8.570519998059794,171.83360000000002,182.06875,196.61523999999997,50,6074.598253407212,6074.598253407212,99.87854448252138,17,retained_all_samples,8028160,8.02816,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_modified_signed_payload,large16384,16384,50,50,1.0,182968.32,178708.0,10217.933131869035,0.05584536783126737,178000.0,178708.0,188074.7,209478.8,219322.41999999998,225958.0,178625.0,178875.0,182460.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,large16384,50,182.96832,178.708,10.217933131869035,188.0747,209.47879999999998,219.32242,50,5465.427020371614,5465.427020371614,99.72218141370047,14,retained_all_samples,8470528,8.470528,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_modified_signed_payload,medium256,256,50,50,1.0,163207.46,160208.0,9701.064600131182,0.05944008074221106,159417.0,160208.0,168387.5,171503.65,204024.2499999999,222583.0,160042.0,160292.0,163160.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,medium256,50,163.20746,160.208,9.70106460013118,168.3875,171.50365,204.0242499999999,50,6127.170902604575,6127.170902604575,99.97092044689624,12,retained_all_samples,7962624,7.962624,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_modified_signed_payload,small128,128,50,50,1.0,165537.46,160041.5,13237.168132642146,0.07996478943583009,159541.0,160041.5,172345.80000000002,189191.6,221072.59,223625.0,159875.0,161042.0,165040.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,small128,50,165.53745999999998,160.0415,13.237168132642147,172.34580000000003,189.1916,221.07259,50,6040.928742050289,6040.928742050289,99.69948795879796,17,retained_all_samples,7897088,7.897088,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_modified_signed_payload,small64,64,50,50,1.0,163635.88,159791.0,9755.317977516108,0.05961600828324514,159083.0,159791.0,171846.4,178151.9,203628.24999999994,217042.0,159687.0,160792.0,163560.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,small64,50,163.63588000000001,159.791,9.755317977516109,171.8464,178.15189999999998,203.62824999999995,50,6111.129172892889,6111.129172892889,99.95362875183609,17,retained_all_samples,7864320,7.86432,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_modified_signed_payload,transaction512,512,50,50,1.0,166691.6,160562.5,10688.90104505699,0.0641238133478651,159958.0,160562.5,185949.7,191924.99999999997,199667.5,201750.0,160437.0,164210.05,166360.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,transaction512,50,166.6916,160.5625,10.688901045056989,185.9497,191.92499999999998,199.6675,50,5999.102534260875,5999.102534260875,99.80106975996391,22,retained_all_samples,7979008,7.979008,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_modified_signed_payload,vote192,192,50,50,1.0,163691.66,159875.0,7790.349243199589,0.04759160755776799,159333.0,159875.0,170607.7,173785.6,192484.65999999995,206041.0,159750.0,162937.5,163400.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,vote192,50,163.69166,159.875,7.790349243199589,170.60770000000002,173.78560000000002,192.48465999999993,50,6109.0467284649685,6109.0467284649685,99.82182354311759,20,retained_all_samples,7946240,7.94624,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_unknown_algorithm,block4096,4096,50,50,1.0,125.02,125.0,42.83165432533394,0.3425984188556547,83.0,125.0,129.10000000000005,189.5499999999999,292.3299999999998,333.0,125.0,125.0,320.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,block4096,50,0.12502,0.125,0.042831654325333944,0.12910000000000005,0.18954999999999989,0.2923299999999998,50,7998720.204767237,7998720.204767237,255.9590465525516,17,retained_all_samples,8077312,8.077312,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_unknown_algorithm,digest32,32,50,50,1.0,190.02,125.0,315.1282531261952,1.6583951853815135,83.0,125.0,208.0,208.55,1710.1699999999996,1792.0,125.0,125.0,560.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,digest32,50,0.19002000000000002,0.125,0.3151282531261952,0.208,0.20855,1.7101699999999995,50,5262603.936427744,5262603.936427744,294.7058204399537,18,retained_all_samples,7864320,7.86432,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
MEASURED,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,9d3ab807a08ef4cf1077dbc23213e2314ce37c87,negative,public_rpc_transaction,ML-DSA-87,reject_unknown_algorithm,kilobyte1024,1024,50,50,1.0,120.86,125.0,40.5870241655168,0.33581850211415526,83.0,125.0,166.1,208.0,251.32999999999984,292.0,125.0,125.0,260.0,negative,macmini-m2-macos26.5.2-rust1.97.1-aarch64-20260814,kilobyte1024,50,0.12086,0.125,0.0405870241655168,0.1661,0.208,0.25132999999999983,50,8274036.074797286,8274036.074797286,215.12493794472945,23,retained_all_samples,8028160,8.02816,,,MEASURED,2592,,4627,4627.0,4627,,,,,,1,rejected
