classification,suite,layer,algorithm,operation,payload_profile,message_bytes,n,valid_n,valid_fraction,mean_wall_ns,median_wall_ns,stdev_wall_ns,cv_wall,min_wall_ns,p50_wall_ns,p90_wall_ns,p95_wall_ns,p99_wall_ns,max_wall_ns,median_ci95_low_ns,median_ci95_high_ns,mean_cpu_ns,total_work_units,throughput_ops_per_second,mad_outlier_count,outlier_policy,max_rss_bytes,public_key_bytes,private_key_bytes,signature_bytes_min,signature_bytes_median,signature_bytes_max,ciphertext_bytes,shared_secret_bytes,unsigned_serialized_bytes,serialized_bytes,authentication_bytes,item_count,results
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,sign_domain,transaction512,512,1,1,1.0,382334.0,382334.0,0.0,0.0,382334.0,382334.0,382334.0,382334.0,382334.0,382334.0,382334.0,382334.0,382000.0,1,2615.5141839334196,0,retained_all_samples,48955392,0,0,3309,3309,3309,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,sign_domain,vote192,192,1,1,1.0,1476500.0,1476500.0,0.0,0.0,1476500.0,1476500.0,1476500.0,1476500.0,1476500.0,1476500.0,1476500.0,1476500.0,1331000.0,1,677.2773450728073,0,retained_all_samples,48939008,0,0,3309,3309,3309,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_hit,block4096,4096,1,1,1.0,14625.0,14625.0,0.0,0.0,14625.0,14625.0,14625.0,14625.0,14625.0,14625.0,14625.0,14625.0,15000.0,1,68376.06837606838,0,retained_all_samples,48955392,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_hit,digest32,32,1,1,1.0,9667.0,9667.0,0.0,0.0,9667.0,9667.0,9667.0,9667.0,9667.0,9667.0,9667.0,9667.0,11000.0,1,103444.70880314472,0,retained_all_samples,48922624,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_hit,kilobyte1024,1024,1,1,1.0,13292.0,13292.0,0.0,0.0,13292.0,13292.0,13292.0,13292.0,13292.0,13292.0,13292.0,13292.0,14000.0,1,75233.22299127295,0,retained_all_samples,48955392,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_hit,large16384,16384,1,1,1.0,36125.0,36125.0,0.0,0.0,36125.0,36125.0,36125.0,36125.0,36125.0,36125.0,36125.0,36125.0,34000.0,1,27681.66089965398,0,retained_all_samples,48955392,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_hit,medium256,256,1,1,1.0,10875.0,10875.0,0.0,0.0,10875.0,10875.0,10875.0,10875.0,10875.0,10875.0,10875.0,10875.0,12000.0,1,91954.02298850575,0,retained_all_samples,48939008,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_hit,small128,128,1,1,1.0,9875.0,9875.0,0.0,0.0,9875.0,9875.0,9875.0,9875.0,9875.0,9875.0,9875.0,9875.0,10000.0,1,101265.82278481012,0,retained_all_samples,48939008,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_hit,small64,64,1,1,1.0,9833.0,9833.0,0.0,0.0,9833.0,9833.0,9833.0,9833.0,9833.0,9833.0,9833.0,9833.0,11000.0,1,101698.36265636123,0,retained_all_samples,48939008,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_hit,transaction512,512,1,1,1.0,9333.0,9333.0,0.0,0.0,9333.0,9333.0,9333.0,9333.0,9333.0,9333.0,9333.0,9333.0,11000.0,1,107146.68381013608,0,retained_all_samples,48955392,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_hit,vote192,192,1,1,1.0,10625.0,10625.0,0.0,0.0,10625.0,10625.0,10625.0,10625.0,10625.0,10625.0,10625.0,10625.0,11000.0,1,94117.64705882352,0,retained_all_samples,48939008,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_miss,block4096,4096,1,1,1.0,149250.0,149250.0,0.0,0.0,149250.0,149250.0,149250.0,149250.0,149250.0,149250.0,149250.0,149250.0,152000.0,1,6700.167504187605,0,retained_all_samples,48955392,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_miss,digest32,32,1,1,1.0,116000.0,116000.0,0.0,0.0,116000.0,116000.0,116000.0,116000.0,116000.0,116000.0,116000.0,116000.0,122000.0,1,8620.689655172413,0,retained_all_samples,48922624,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_miss,kilobyte1024,1024,1,1,1.0,128792.0,128792.0,0.0,0.0,128792.0,128792.0,128792.0,128792.0,128792.0,128792.0,128792.0,128792.0,133000.0,1,7764.457419715511,0,retained_all_samples,48955392,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_miss,large16384,16384,1,1,1.0,213625.0,213625.0,0.0,0.0,213625.0,213625.0,213625.0,213625.0,213625.0,213625.0,213625.0,213625.0,214000.0,1,4681.100058513751,0,retained_all_samples,48955392,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_miss,medium256,256,1,1,1.0,114500.0,114500.0,0.0,0.0,114500.0,114500.0,114500.0,114500.0,114500.0,114500.0,114500.0,114500.0,117000.0,1,8733.624454148472,0,retained_all_samples,48939008,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_miss,small128,128,1,1,1.0,118666.0,118666.0,0.0,0.0,118666.0,118666.0,118666.0,118666.0,118666.0,118666.0,118666.0,118666.0,125000.0,1,8427.013634908062,0,retained_all_samples,48939008,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_miss,small64,64,1,1,1.0,118500.0,118500.0,0.0,0.0,118500.0,118500.0,118500.0,118500.0,118500.0,118500.0,118500.0,118500.0,122000.0,1,8438.818565400843,0,retained_all_samples,48939008,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_miss,transaction512,512,1,1,1.0,119958.0,119958.0,0.0,0.0,119958.0,119958.0,119958.0,119958.0,119958.0,119958.0,119958.0,119958.0,124000.0,1,8336.25102119075,0,retained_all_samples,48955392,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-65,verify_cache_miss,vote192,192,1,1,1.0,142750.0,142750.0,0.0,0.0,142750.0,142750.0,142750.0,142750.0,142750.0,142750.0,142750.0,142750.0,148000.0,1,7005.253940455342,0,retained_all_samples,48939008,0,0,3309,3309,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,sign_domain,block4096,4096,1,1,1.0,314916.0,314916.0,0.0,0.0,314916.0,314916.0,314916.0,314916.0,314916.0,314916.0,314916.0,314916.0,316000.0,1,3175.4499612595105,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,sign_domain,digest32,32,1,1,1.0,941750.0,941750.0,0.0,0.0,941750.0,941750.0,941750.0,941750.0,941750.0,941750.0,941750.0,941750.0,930000.0,1,1061.8529333687284,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,sign_domain,kilobyte1024,1024,1,1,1.0,263959.0,263959.0,0.0,0.0,263959.0,263959.0,263959.0,263959.0,263959.0,263959.0,263959.0,263959.0,254000.0,1,3788.4671483071234,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,sign_domain,large16384,16384,1,1,1.0,293666.0,293666.0,0.0,0.0,293666.0,293666.0,293666.0,293666.0,293666.0,293666.0,293666.0,293666.0,294000.0,1,3405.2290697595226,0,retained_all_samples,49102848,0,0,4627,4627,4627,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,sign_domain,medium256,256,1,1,1.0,473333.0,473333.0,0.0,0.0,473333.0,473333.0,473333.0,473333.0,473333.0,473333.0,473333.0,473333.0,456000.0,1,2112.6775441391155,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,sign_domain,small128,128,1,1,1.0,1295167.0,1295167.0,0.0,0.0,1295167.0,1295167.0,1295167.0,1295167.0,1295167.0,1295167.0,1295167.0,1295167.0,1296000.0,1,772.1012039374073,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,sign_domain,small64,64,1,1,1.0,620000.0,620000.0,0.0,0.0,620000.0,620000.0,620000.0,620000.0,620000.0,620000.0,620000.0,620000.0,621000.0,1,1612.9032258064517,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,sign_domain,transaction512,512,1,1,1.0,896250.0,896250.0,0.0,0.0,896250.0,896250.0,896250.0,896250.0,896250.0,896250.0,896250.0,896250.0,892000.0,1,1115.7601115760112,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,sign_domain,vote192,192,1,1,1.0,261834.0,261834.0,0.0,0.0,261834.0,261834.0,261834.0,261834.0,261834.0,261834.0,261834.0,261834.0,263000.0,1,3819.2137002833856,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,domain_signature_generated
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_hit,block4096,4096,1,1,1.0,20792.0,20792.0,0.0,0.0,20792.0,20792.0,20792.0,20792.0,20792.0,20792.0,20792.0,20792.0,22000.0,1,48095.42131589073,0,retained_all_samples,49102848,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_hit,digest32,32,1,1,1.0,12917.0,12917.0,0.0,0.0,12917.0,12917.0,12917.0,12917.0,12917.0,12917.0,12917.0,12917.0,14000.0,1,77417.356971433,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_hit,kilobyte1024,1024,1,1,1.0,15708.0,15708.0,0.0,0.0,15708.0,15708.0,15708.0,15708.0,15708.0,15708.0,15708.0,15708.0,17000.0,1,63661.82836771072,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_hit,large16384,16384,1,1,1.0,33125.0,33125.0,0.0,0.0,33125.0,33125.0,33125.0,33125.0,33125.0,33125.0,33125.0,33125.0,34000.0,1,30188.67924528302,0,retained_all_samples,49102848,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_hit,medium256,256,1,1,1.0,13125.0,13125.0,0.0,0.0,13125.0,13125.0,13125.0,13125.0,13125.0,13125.0,13125.0,13125.0,15000.0,1,76190.47619047618,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_hit,small128,128,1,1,1.0,13209.0,13209.0,0.0,0.0,13209.0,13209.0,13209.0,13209.0,13209.0,13209.0,13209.0,13209.0,13000.0,1,75705.95805889924,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_hit,small64,64,1,1,1.0,13125.0,13125.0,0.0,0.0,13125.0,13125.0,13125.0,13125.0,13125.0,13125.0,13125.0,13125.0,13000.0,1,76190.47619047618,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_hit,transaction512,512,1,1,1.0,15375.0,15375.0,0.0,0.0,15375.0,15375.0,15375.0,15375.0,15375.0,15375.0,15375.0,15375.0,16000.0,1,65040.650406504064,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_hit,vote192,192,1,1,1.0,12958.0,12958.0,0.0,0.0,12958.0,12958.0,12958.0,12958.0,12958.0,12958.0,12958.0,12958.0,13000.0,1,77172.40314863405,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_hit
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_miss,block4096,4096,1,1,1.0,206750.0,206750.0,0.0,0.0,206750.0,206750.0,206750.0,206750.0,206750.0,206750.0,206750.0,206750.0,210000.0,1,4836.759371221282,0,retained_all_samples,49102848,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_miss,digest32,32,1,1,1.0,189083.0,189083.0,0.0,0.0,189083.0,189083.0,189083.0,189083.0,189083.0,189083.0,189083.0,189083.0,193000.0,1,5288.682747788009,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_miss,kilobyte1024,1024,1,1,1.0,196208.0,196208.0,0.0,0.0,196208.0,196208.0,196208.0,196208.0,196208.0,196208.0,196208.0,196208.0,200000.0,1,5096.632145478268,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_miss,large16384,16384,1,1,1.0,418375.0,418375.0,0.0,0.0,418375.0,418375.0,418375.0,418375.0,418375.0,418375.0,418375.0,418375.0,383000.0,1,2390.2001792650135,0,retained_all_samples,49102848,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_miss,medium256,256,1,1,1.0,177583.0,177583.0,0.0,0.0,177583.0,177583.0,177583.0,177583.0,177583.0,177583.0,177583.0,177583.0,181000.0,1,5631.169650248053,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_miss,small128,128,1,1,1.0,192542.0,192542.0,0.0,0.0,192542.0,192542.0,192542.0,192542.0,192542.0,192542.0,192542.0,192542.0,196000.0,1,5193.67202999865,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_miss,small64,64,1,1,1.0,181750.0,181750.0,0.0,0.0,181750.0,181750.0,181750.0,181750.0,181750.0,181750.0,181750.0,181750.0,185000.0,1,5502.063273727648,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_miss,transaction512,512,1,1,1.0,242875.0,242875.0,0.0,0.0,242875.0,242875.0,242875.0,242875.0,242875.0,242875.0,242875.0,242875.0,228000.0,1,4117.344312918168,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_miss
MEASURED,aegis,aegis_domain_wrapper_transaction,ML-DSA-87,verify_cache_miss,vote192,192,1,1,1.0,179375.0,179375.0,0.0,0.0,179375.0,179375.0,179375.0,179375.0,179375.0,179375.0,179375.0,179375.0,183000.0,1,5574.912891986062,0,retained_all_samples,49086464,0,0,4627,4627,4627,0,0,0,0,0,0,accepted_cache_miss
MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,first_domain_sign,transaction512,512,2,2,1.0,401854.5,401854.5,9751.709619343677,0.024266767248702397,394959.0,401854.5,407370.9,408060.45,408612.09,408750.0,394959.0,408750.0,402500.0,2,2488.462864046564,0,retained_all_samples,6488064,1952,0,3309,3309.0,3309,0,0,0,0,0,0,signed
MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,first_domain_verify,transaction512,512,2,2,1.0,368395.5,368395.5,161779.6675744514,0.43914669851952964,254000.0,368395.5,459911.9,471351.44999999995,480503.08999999997,482791.0,254000.0,482791.0,464000.0,2,2714.473982445497,0,retained_all_samples,6864896,1952,0,3309,3309.0,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,first_keygen_register,transaction512,512,2,2,1.0,267354.5,267354.5,80757.95837253441,0.3020632096057273,210250.0,267354.5,313038.1,318748.55,323316.91000000003,324459.0,210250.0,324459.0,268000.0,2,3740.352228969402,0,retained_all_samples,6488064,1952,0,0,0.0,0,0,0,0,0,0,0,registered
MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,first_signer_initialize,transaction512,512,2,2,1.0,1341521.0,1341521.0,595707.7646648565,0.4440539989048673,920292.0,1341521.0,1678504.2000000002,1720627.1,1754325.42,1762750.0,920292.0,1762750.0,1345500.0,2,745.4225464975949,0,retained_all_samples,6455296,0,0,0,0.0,0,0,0,0,0,0,0,initialized
MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,first_verifier_initialize,transaction512,512,2,2,1.0,102458.5,102458.5,82319.2501453943,0.8034399307562994,44250.0,102458.5,149025.3,154846.15,159502.83000000002,160667.0,44250.0,160667.0,113000.0,2,9760.04919064792,0,retained_all_samples,6619136,1952,0,0,0.0,0,0,0,0,0,0,0,initialized
MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,second_domain_sign,transaction512,512,2,2,1.0,680562.5,680562.5,365191.6611048232,0.5366026795552549,422333.0,680562.5,887146.1000000001,912969.05,933627.4099999999,938792.0,422333.0,938792.0,664000.0,2,1469.3727615024336,0,retained_all_samples,6864896,1952,0,3309,3309.0,3309,0,0,0,0,0,0,signed
MEASURED,cold_start,fresh_process_aegis,ML-DSA-65,second_domain_verify,transaction512,512,2,2,1.0,144416.5,144416.5,2416.183871314433,0.016730663541315798,142708.0,144416.5,145783.3,145954.15,146090.83,146125.0,142708.0,146125.0,148500.0,2,6924.416531352027,0,retained_all_samples,7028736,1952,0,3309,3309.0,3309,0,0,0,0,0,0,accepted_cache_miss
MEASURED,lifecycle,aegis_key_lifecycle,ML-DSA-65,lifecycle_root,registry1,0,1,1,1.0,12250.0,12250.0,0.0,0.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,12250.0,13000.0,1,81632.6530612245,0,retained_all_samples,7127040,0,0,0,0,0,0,0,0,1,0,0,root_computed
MEASURED,lifecycle,aegis_key_lifecycle,ML-DSA-65,lifecycle_root,registry10,0,1,1,1.0,9209.0,9209.0,0.0,0.0,9209.0,9209.0,9209.0,9209.0,9209.0,9209.0,9209.0,9209.0,11000.0,1,108589.4233901618,0,retained_all_samples,7307264,0,0,0,0,0,0,0,0,10,0,0,root_computed
MEASURED,lifecycle,aegis_key_lifecycle,ML-DSA-65,lifecycle_root,registry100,0,1,1,1.0,62709.0,62709.0,0.0,0.0,62709.0,62709.0,62709.0,62709.0,62709.0,62709.0,62709.0,62709.0,66000.0,1,15946.67432107034,0,retained_all_samples,8863744,0,0,0,0,0,0,0,0,100,0,0,root_computed
MEASURED,lifecycle,aegis_key_lifecycle,ML-DSA-65,lifecycle_root,registry1000,0,1,1,1.0,513208.0,513208.0,0.0,0.0,513208.0,513208.0,513208.0,513208.0,513208.0,513208.0,513208.0,513208.0,487000.0,1,1948.5276924755656,0,retained_all_samples,21839872,0,0,0,0,0,0,0,0,1000,0,0,root_computed
MEASURED,lifecycle,aegis_key_lifecycle,ML-DSA-65,lifecycle_root,registry10000,0,1,1,1.0,4467542.0,4467542.0,0.0,0.0,4467542.0,4467542.0,4467542.0,4467542.0,4467542.0,4467542.0,4467542.0,4467542.0,4436000.0,1,223.8367316972062,0,retained_all_samples,149618688,0,0,0,0,0,0,0,0,10000,0,0,root_computed
MEASURED,lifecycle,aegis_key_registry,ML-DSA-65,active_key_check,registry1,0,1,1,1.0,16542.0,16542.0,0.0,0.0,16542.0,16542.0,16542.0,16542.0,16542.0,16542.0,16542.0,16542.0,41000.0,1,60452.18232378189,0,retained_all_samples,6864896,0,0,0,0,0,0,0,0,0,0,0,active
MEASURED,lifecycle,aegis_key_registry,ML-DSA-65,public_key_lookup,registry1,0,1,1,1.0,583.0,583.0,0.0,0.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,583.0,3000.0,1,1715265.8662092625,0,retained_all_samples,6684672,1952,0,0,0,0,0,0,0,0,0,0,found
MEASURED,lifecycle,aegis_key_registry,ML-DSA-65,register_public_key,growing_registry,0,1,1,1.0,13542.0,13542.0,0.0,0.0,13542.0,13542.0,13542.0,13542.0,13542.0,13542.0,13542.0,13542.0,16000.0,1,73844.33613941811,0,retained_all_samples,149684224,1952,0,0,0,0,0,0,0,0,0,0,registered
MEASURED,lifecycle,aegis_key_registry,ML-DSA-65,revocation_check,registry1,0,1,1,1.0,209.0,209.0,0.0,0.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,1000.0,1,4784688.995215311,0,retained_all_samples,6897664,0,0,0,0,0,0,0,0,0,0,0,not_revoked
MEASURED,lifecycle,aegis_key_registry,ML-DSA-65,role_authorization_check,registry1,0,1,1,1.0,1708.0,1708.0,0.0,0.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,4000.0,1,585480.093676815,0,retained_all_samples,6832128,0,0,0,0,0,0,0,0,0,0,0,authorized
MEASURED,lifecycle,aegis_key_registry,ML-DSA-65,rotate_generate_register_revoke,growing_registry,0,1,1,1.0,103333.0,103333.0,0.0,0.0,103333.0,103333.0,103333.0,103333.0,103333.0,103333.0,103333.0,103333.0,104000.0,1,9677.450572421201,0,retained_all_samples,149684224,0,0,0,0,0,0,0,0,0,0,0,new_key_registered_old_key_revoked
MEASURED,negative,aegis_domain_wrapper_block,ML-DSA-65,verify_tampered_signature,block4096,4096,1,1,1.0,145000.0,145000.0,0.0,0.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,159000.0,1,6896.551724137931,0,retained_all_samples,48824320,0,0,3309,3309,3309,0,0,0,0,0,0,rejected
MEASURED,negative,aegis_domain_wrapper_block,ML-DSA-65,verify_tampered_signature,digest32,32,1,1,1.0,135042.0,135042.0,0.0,0.0,135042.0,135042.0,135042.0,135042.0,135042.0,135042.0,135042.0,135042.0,138000.0,1,7405.103597399328,0,retained_all_samples,48726016,0,0,3309,3309,3309,0,0,0,0,0,0,rejected
MEASURED,negative,aegis_domain_wrapper_block,ML-DSA-65,verify_tampered_signature,kilobyte1024,1024,1,1,1.0,126416.0,126416.0,0.0,0.0,126416.0,126416.0,126416.0,126416.0,126416.0,126416.0,126416.0,126416.0,130000.0,1,7910.391089735476,0,retained_all_samples,48791552,0,0,3309,3309,3309,0,0,0,0,0,0,rejected
MEASURED,negative,aegis_domain_wrapper_block,ML-DSA-65,verify_tampered_signature,large16384,16384,1,1,1.0,212750.0,212750.0,0.0,0.0,212750.0,212750.0,212750.0,212750.0,212750.0,212750.0,212750.0,212750.0,215000.0,1,4700.352526439483,0,retained_all_samples,48922624,0,0,3309,3309,3309,0,0,0,0,0,0,rejected
MEASURED,negative,aegis_domain_wrapper_block,ML-DSA-65,verify_tampered_signature,medium256,256,1,1,1.0,126333.0,126333.0,0.0,0.0,126333.0,126333.0,126333.0,126333.0,126333.0,126333.0,126333.0,126333.0,129000.0,1,7915.588167778807,0,retained_all_samples,48775168,0,0,3309,3309,3309,0,0,0,0,0,0,rejected
MEASURED,negative,aegis_domain_wrapper_block,ML-DSA-65,verify_tampered_signature,small128,128,1,1,1.0,126375.0,126375.0,0.0,0.0,126375.0,126375.0,126375.0,126375.0,126375.0,126375.0,126375.0,126375.0,131000.0,1,7912.95746785361,0,retained_all_samples,48742400,0,0,3309,3309,3309,0,0,0,0,0,0,rejected
MEASURED,negative,aegis_domain_wrapper_block,ML-DSA-65,verify_tampered_signature,small64,64,1,1,1.0,121750.0,121750.0,0.0,0.0,121750.0,121750.0,121750.0,121750.0,121750.0,121750.0,121750.0,121750.0,126000.0,1,8213.552361396303,0,retained_all_samples,48742400,0,0,3309,3309,3309,0,0,0,0,0,0,rejected
MEASURED,negative,aegis_domain_wrapper_block,ML-DSA-65,verify_tampered_signature,transaction512,512,1,1,1.0,111791.0,111791.0,0.0,0.0,111791.0,111791.0,111791.0,111791.0,111791.0,111791.0,111791.0,111791.0,115000.0,1,8945.263930012256,0,retained_all_samples,48775168,0,0,3309,3309,3309,0,0,0,0,0,0,rejected
MEASURED,negative,aegis_domain_wrapper_block,ML-DSA-65,verify_tampered_signature,vote192,192,1,1,1.0,119333.0,119333.0,0.0,0.0,119333.0,119333.0,119333.0,119333.0,119333.0,119333.0,119333.0,119333.0,123000.0,1,8379.911675730938,0,retained_all_samples,48758784,0,0,3309,3309,3309,0,0,0,0,0,0,rejected
MEASURED,negative,aegis_domain_wrapper_p2p,FN-DSA-1024,verify_tampered_signature,block4096,4096,1,1,1.0,91500.0,91500.0,0.0,0.0,91500.0,91500.0,91500.0,91500.0,91500.0,91500.0,91500.0,91500.0,94000.0,1,10928.96174863388,0,retained_all_samples,49233920,0,0,1273,1273,1273,0,0,0,0,0,0,rejected
MEASURED,negative,aegis_domain_wrapper_p2p,FN-DSA-1024,verify_tampered_signature,digest32,32,1,1,1.0,71083.0,71083.0,0.0,0.0,71083.0,71083.0,71083.0,71083.0,71083.0,71083.0,71083.0,71083.0,74000.0,1,14068.061280474938,0,retained_all_samples,49233920,0,0,1274,1274,1274,0,0,0,0,0,0,rejected
